doi,url,pmid,year,title,journal,quartile,corpus_id,first_author,is_guideline,impact_factor,num_citations,is_open_access,list:fields_of_study,list:publication_types,num_influential_citations,sjr,relevance_gpt,reliability_score,question
10.1111/apt.15284,https://www.semanticscholar.org/paper/a0840cbb1f8f522e3ce222a5d4fce78775c4a2e3,31184388,2019,Editorial: assessing histological disease activity in Crohn’s disease—a call for standardisation of mucosal biopsy location,Alimentary Pharmacology & Therapeutics,Q1,184485676,R. Bryant,0,NA,2,1,['Medicine'],['Editorial'],0,3.089,"Yes. The article discusses the importance of standardizing mucosal biopsy location for assessing histological disease activity in Crohn's disease, which is directly related to the question about biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy.",0.2398,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.14309/ajg.0000000000002963,https://www.semanticscholar.org/paper/5d30ac90175b6f8217600b68c8d7a8f4d2b34ffd,39007494,2024,Histologic Activity from Neoterminal Ileal Biopsies in Patients with Crohn's Disease in Endoscopic Remission is Associated with Postoperative Recurrence.,The American journal of gastroenterology,Q1,271199575,Ravi S. Shah,0,NA,0,0,['Medicine'],['JournalArticle'],0,3.089,"Yes, this document is relevant. The article discusses the association between histologic activity in neoterminal ileal biopsies and postoperative recurrence in patients with Crohn's disease after ileocolic resection. This directly addresses the question about biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy.",0.2394,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.14309/ajg.0000000000000638,https://www.semanticscholar.org/paper/f95a72596d76acf9e88d8cedb2913bc6190c2be8,32453052,2020,Postoperative Endoscopic Recurrence on the Neoterminal Ileum But Not on the Anastomosis Is Mainly Driving Long-Term Outcomes in Crohn's Disease.,The American journal of gastroenterology,Q1,218894911,N. Hammoudi,0,NA,29,0,['Medicine'],['JournalArticle'],1,3.089,"Yes, this document is relevant. The article discusses the use of early ileocolonoscopy to evaluate recurrence after ileocolonic resection for Crohn's disease, which includes assessing anastomotic and ileal lesions. This information can help in determining biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy.",0.2394,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.1093/ibd/izz290,https://www.semanticscholar.org/paper/3c52ed3730edf15d53a8cb4b199dd0b46bffe13a,31879766,2019,The Predictive Value of Inflammation at Ileocecal Resection Margins for Postoperative Crohn's Recurrence: A Cohort Study.,Inflammatory bowel diseases,Q1,209489640,K. Wasmann,0,1.550,28,1,['Medicine'],['JournalArticle'],0,3.089,"Yes, this document is relevant. The article specifically addresses the predictive value of pathological characteristics at ileocecal resection margins for recurrence in Crohn's disease patients, which directly relates to the question about biopsy protocols for assessing histologic recurrence after ileocecectomy.",0.2385,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.1055/s-0040-1704693,https://www.semanticscholar.org/paper/50387f054ed3b13bb38e43582510f5110e977f12,NA,2020,ENDOSCOPIC RECURRENCE AFTER ILEOCAECAL RESECTION FOR CROHN´S DISEASE RELATING TO MICROSCOPIC INFLAMMATION AT RESECTION MARGINS,Endoscopy,Q1,219419022,L. Kunovský,0,1.422,0,0,['Medicine'],[],0,3.089,Yes. This article is relevant to the question as it discusses the relationship between histological inflammation at the resection margins and endoscopic recurrence of Crohn's disease after ileocecal resection.,0.2384,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.1097/MCG.0000000000001340,https://www.semanticscholar.org/paper/c078f0ee4a28f5bb2914135c0aa6fb1603a58335,32195770,2020,Altered Expression of the Epithelial Mucin MUC1 Accompanies Endoscopic Recurrence of Postoperative Crohn’s Disease,Journal of Clinical Gastroenterology,Q1,214590727,Jana G Hashash,0,0.906,11,0,['Medicine'],['JournalArticle'],0,3.089,"Yes, this document is relevant. The article discusses the use of MUC1 expression as a potential biomarker for assessing the severity of postoperative Crohn's disease recurrence, which is related to the question about biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy.",0.2379,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.1080/00365521.2020.1780305,https://www.semanticscholar.org/paper/2fb7da331ea4bcac4e19f2fe2cff58f7a4c018c5,32584190,2020,Ileocolic anastomotic inflammation after resection for Crohn’s disease indicates disease recurrence: a histopathologic study,Scandinavian Journal of Gastroenterology,Q1,220058978,R. Hirten,0,0.669,9,0,['Medicine'],"['JournalArticle', 'Review']",0,3.089,"Yes. The article discusses a study specifically evaluating the pathology of ileocolic anastomoses in Crohn's disease, which is related to assessing histologic recurrence of Crohn's disease after ileocecectomy.",0.2377,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.4253/wjge.v17.i2.101284,https://www.semanticscholar.org/paper/c1adbf95deb949f2cb18b33e061ff7ef2aaf2ce3,39989853,2025,Discordance between endoscopic and histopathologic assessment in ileal Crohn’s disease,World Journal of Gastrointestinal Endoscopy,Q1,276325351,Scott D Lee,0,NA,0,0,"['Medicine', 'Medicine']",['JournalArticle'],0,3.089,"Yes, this document is relevant. The article excerpt discusses a protocolized approach to biopsy collection for assessing mucosal inflammation in patients with ileal Crohn's disease, which is related to the question about biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy.",0.237,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.1093/ecco-jcc/jjad055,https://www.semanticscholar.org/paper/57d631f06648bde09ec629b5450839c49e7e7389,37070339,2023,Results of the Eighth Scientific Workshop of ECCO: Diagnosing postoperative recurrence of Crohn's disease after an ileocolonic resection with ileocolonic anastomosis.,Journal of Crohn's & colitis,Q1,258188374,G. Dragoni,0,NA,7,0,['Medicine'],"['JournalArticle', 'Review']",0,3.089,"Yes. The article specifically discusses diagnosing postoperative recurrence of Crohn's disease after an ileocolonic resection, which is relevant to the question about biopsy protocols for assessing histologic recurrence after ileocecectomy.",0.237,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.1097/DCR.0000000000001407,https://www.semanticscholar.org/paper/e99b08bf591122575b7c0bad941f9a1d68ade348,31188190,2019,Meta-analysis of Histological Margin Positivity in the Prediction of Recurrence After Crohn's Resection.,Diseases of the Colon & Rectum,Q1,174807615,J. Ryan,0,NA,23,0,['Medicine'],"['JournalArticle', 'Review']",1,3.089,Yes. The article excerpt discusses the correlation between histological margin positivity at the time of index resection and disease recurrence in patients with Crohn's disease. This information is relevant to the question about biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy.,0.237,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.1093/ecco-jcc/jjz153,https://www.semanticscholar.org/paper/d46ab655608f4890f207e60e1721283e8e1a2aa9,31501878,2020,The influence of microscopic inflammation at resection margins on early postoperative endoscopic recurrence after ileocaecal resection for Crohn's disease.,Journal of Crohn's & colitis,Q1,202405562,K. Poredská,0,NA,23,1,['Medicine'],['JournalArticle'],0,3.089,Yes. This article is relevant to the question as it discusses the influence of histological inflammation at resection margins on early postoperative endoscopic recurrence after ileocecal resection for Crohn's disease. It specifically addresses the correlation between histological results of the resection margins and endoscopic recurrence of Crohn's disease.,0.237,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.1136/gut.25.6.665,https://www.semanticscholar.org/paper/349f89907a97b83021e465935fe8d99a5402b816,6735250,1984,Natural history of recurrent Crohn's disease at the ileocolonic anastomosis after curative surgery.,Gut,Q1,6271252,P. Rutgeerts,0,8.052,744,1,['Medicine'],['JournalArticle'],16,3.089,"Yes, this document is relevant. The article discusses the natural history of recurrent Crohn's disease after surgery, including the location and characteristics of recurrence, as well as histological findings in ileal biopsies. This information can help in understanding biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy.",0.0081,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.1053/J.GASTRO.2006.02.025,https://www.semanticscholar.org/paper/33f47441ed097e39e2befc7e89057d532ba45bb8,16697723,2006,The value of myenteric plexitis to predict early postoperative Crohn's disease recurrence.,Gastroenterology,Q1,11714368,M. Ferrante,0,7.362,152,1,['Medicine'],['JournalArticle'],4,3.089,"Yes, this document is relevant. The article discusses the predictive value of myenteric plexitis for early endoscopic recurrence of Crohn's disease after surgery, which is related to the question about biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy.",0.0074,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.1097/MIB.0000000000000224,https://www.semanticscholar.org/paper/a01b64607870d64b0a8d4a23cca5a8079b564e16,25437814,2015,Histologic Features Predicting Postoperative Crohn's Disease Recurrence,Inflammatory Bowel Diseases,Q1,29208455,A. Bressenot,0,1.550,48,0,['Medicine'],"['Review', 'JournalArticle']",0,3.089,"Yes. The article discusses histologic features that may predict postoperative recurrence of Crohn's disease after ileal or colonic resection, which is relevant to the question about biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy.",0.0016,Are there any biopsy protocols for assessing histologic recurrence of Crohn's disease after ileocecectomy?
10.1128/AAC.00238-17,https://www.semanticscholar.org/paper/7de3ba37690b532331ace3c5331b2890780476f3,28438923,2017,Reduced-Concentration Clavulanate for Young Children with Acute Otitis Media,Antimicrobial Agents and Chemotherapy,Q1,4958493,A. Hoberman,0,1.357,8,1,['Medicine'],"['ClinicalTrial', 'JournalArticle']",0,3.089,"Yes, this document is relevant. The article discusses the use of reduced-concentration clavulanate in amoxicillin/clavulanate for young children with acute otitis media, which directly relates to the question of when amoxicillin/clavulanate is preferred over amoxicillin for AOM.",0.2384,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
10.1093/ofid/ofy210.293,https://www.semanticscholar.org/paper/dd5d5da08aeb4498b367c0a1f1a7c9a1c8908487,NA,2018,"282. Adherence to Acute Otitis Media guidelines in Pediatricians’ Offices, Urgent Care Centers, and a Pediatric Emergency Department",Open Forum Infectious Diseases,Q1,53862043,S. Islam,0,1.360,0,1,['Medicine'],[],0,3.089,"Yes, this document is relevant. The article discusses adherence to guidelines for treating acute otitis media (AOM), including the use of amoxicillin ±clavulanate as first-line agents, which directly relates to the question of when amoxicillin/clavulanate is preferred over amoxicillin for AOM.",0.2384,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
NA,https://www.semanticscholar.org/paper/2bda23218fe0c1651a23a34875a5140b34bf472b,28409589,2017,"If You Give Amoxicillin/Clavulanate to Six- to 23-Month-Olds with AOM, 10 Days Is Preferable to Five days.",American family physician,Q1,35860158,M. Ebell,0,0.546,0,0,['Medicine'],['JournalArticle'],0,3.089,"Yes. This article is relevant because it discusses the use of amoxicillin/clavulanate for AOM in children, specifically mentioning that it is preferable for children one to two years of age with more severe symptoms.",0.2375,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
NA,https://www.semanticscholar.org/paper/9f78f5a9a5a0557473a13ff550ac79e056efb1ce,NA,2017,Novel antimicrobial shows promise for children with AOM,Contemporary pediatrics,Q1,80304998,M. Nierengarten,0,NA,0,0,['Medicine'],[],0,3.089,"Yes. The article excerpt specifically mentions the use of amoxicillin-clavulanate (A/C) for treating AOM in children, which directly addresses the question of when it is preferred over amoxicillin.",0.237,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
10.24953/turkjped.2022.893,https://www.semanticscholar.org/paper/78baf09997a8b00db43362112a1c24d02fb2540e,37395955,2023,Efficacy of antimicrobials or placebo compared to amoxicillin-clavulanate in children with acute otitis media: a systematic review.,The Turkish journal of pediatrics,Q1,259315077,K. Tsergouli,0,NA,3,0,['Medicine'],"['JournalArticle', 'Review']",0,3.089,"Yes, this document is relevant. The article excerpt specifically discusses a systematic review comparing the efficacy of antimicrobials or placebo to amoxicillin-clavulanate in children with acute otitis media (AOM), which directly addresses the question of when amoxicillin/clavulanate is preferred over amoxicillin for AOM.",0.237,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
10.3126/AJMS.V12I4.33541,https://www.semanticscholar.org/paper/9869a8d30d9b2b100f6c0b3080dba46f5fa4b6ab,NA,2021,High-Dose amoxicillin supported with clavulanic acid as empirical therapy in acute otitis media,Asian Journal of Medical Sciences,Q1,233594942,S. Lahiry,0,NA,1,0,['Medicine'],['JournalArticle'],0,3.089,"Yes. The article discusses the use of high-dose amoxicillin supported with clavulanic acid as empirical therapy in acute otitis media (AOM), which directly addresses the question of when amoxicillin/clavulanate is preferred over amoxicillin for AOM.",0.237,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
10.1097/INF.0000000000002452,https://www.semanticscholar.org/paper/4044816eff88342d7512629b456e32d66d26628c,31876601,2019,Updated Guidelines for the Management of Acute Otitis Media in Children by the Italian Society of Pediatrics: Treatment.,The Pediatric infectious disease journal,Q1,209482353,P. Marchisio,1,NA,15,1,['Medicine'],"['JournalArticle', 'Review']",1,3.089,"Yes. The article excerpt mentions that high doses of amoxicillin or amoxicillin-clavulanic acid (amoxicillin/clavulanate) are recommended as first-line antibiotics for acute otitis media in children, particularly for patients at high risk of infection by Beta-lactamase producing strains. This directly addresses the question of when amoxicillin/clavulanate is preferred over amoxicillin for AOM.",0.237,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
NA,https://www.semanticscholar.org/paper/a7787a470f7b36593e5e8ed8d11be79acf9238ad,12534334,2003,Amoxicillin/clavulanic acid: a review of its use in the management of paediatric patients with acute otitis media.,Drugs,Q1,3017057,J. Easton,0,2.352,16,0,['Medicine'],"['Review', 'Study', 'JournalArticle']",0,3.089,"Yes, this document is relevant. The article discusses the use of amoxicillin/clavulanic acid in the management of pediatric patients with acute otitis media (AOM), which directly addresses the question of when it is preferred over amoxicillin for AOM.",0.0024,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
10.1002/14651858.CD004975.pub2,https://www.semanticscholar.org/paper/6e0be1a7e85043942d4a7214f9134a2b13ba2dd3,18843673,2008,Once or twice daily versus three times daily amoxicillin with or without clavulanate for the treatment of acute otitis media.,The Cochrane database of systematic reviews,Q1,205176484,S. Thanaviratananich,0,NA,17,0,['Medicine'],"['JournalArticle', 'MetaAnalysis', 'Review']",1,3.089,"Yes, this document is relevant to the question because it discusses the use of amoxicillin, with or without clavulanate, for the treatment of acute otitis media (AOM) in children. It compares the effectiveness of different dosing regimens of amoxicillin for AOM.",0.0014,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
NA,https://www.semanticscholar.org/paper/13d1a9f14c982233d3beb0cb6aef317efd979274,14632101,2003,"Acute otitis media in pediatric medicine: current issues in epidemiology, diagnosis, and management.",Paediatric drugs,Q1,19957688,E. Leibovitz,0,1.017,40,0,['Medicine'],"['Review', 'JournalArticle']",0,3.089,"Yes. This document is relevant because it discusses the use of antibiotics, specifically amoxicillin, in the treatment of acute otitis media (AOM) and the increasing antibiotic resistance among pathogens causing AOM. It also mentions the importance of distinguishing between first- and second-line antibiotics in the treatment of AOM, which relates to the question of when amoxicillin/clavulanate is preferred over amoxicillin for AOM.",0.001,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
10.3810/pgm.12.2005.suppl42.220,https://www.semanticscholar.org/paper/bc6f87752080d59cf89632bc1757051b7840282c,19667702,2005,Treating acute otitis media post-PCV-7: judicious antibiotic therapy.,Postgraduate medicine,Q1,22188111,J. Casey,0,0.773,0,0,['Medicine'],"['Review', 'JournalArticle']",0,3.089,"Yes. The article discusses the treatment options for acute otitis media (AOM), including when amoxicillin/clavulanate may be preferred over amoxicillin for persistent or recurrent AOM.",0.0008,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
NA,https://www.semanticscholar.org/paper/4e6ecadc8031e0e0c762c7decb043c991250c2ef,11155733,2000,[Antibiotic management of acute otitis media. New recommendations].,Presse medicale,Q1,35342969,P. Longuet,0,0.760,0,0,['Medicine'],['JournalArticle'],0,3.089,"Yes. The article discusses the use of amoxicillin-clavulanate as a preferred treatment option for acute otitis media, especially in cases where there is increased resistance of the main pathogens to amoxicillin alone.",0.0008,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
10.1177/00034894001090S801,https://www.semanticscholar.org/paper/61d44a8832bc1abebf583bb1c99a0422f995d94f,10963616,2000,Controversies in the Medical Management of Persistent and Recurrent Acute Otitis Media Recommendations of a Clinical Advisory Committee,"Annals of Otology, Rhinology & Laryngology",Q1,33726282,M. Pichichero,1,NA,41,0,['Medicine'],"['JournalArticle', 'Review']",0,3.089,"Yes. The article discusses the use of amoxicillin and considerations for selecting an antimicrobial agent for AOM, including the prevalence of drug-resistant S pneumoniae and the age of the patient. It also mentions the need for flexible treatment guidelines based on local susceptibility patterns and the frequency of prior infections.",0.0006,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
10.3109/00016489109137362,https://www.semanticscholar.org/paper/c2b369dec3d0b4f36ee279260f1dd5644d1123a4,1901686,1991,Amoxycillin/clavulanate versus amoxycillin in recurrent otitis media and therapeutic failure in children.,Acta oto-laryngologica,Q1,10486377,C. Stenström,0,0.498,14,0,['Medicine'],"['Study', 'ClinicalTrial', 'JournalArticle']",0,3.089,"Yes, this document is relevant. The article compares the efficacy of amoxicillin/clavulanate versus amoxicillin in children with recurrent otitis media or therapeutic failure, which directly addresses the question of when amoxicillin/clavulanate is preferred over amoxicillin for AOM.",0.0005,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
10.1177/000992280204100602,https://www.semanticscholar.org/paper/52364cba0236978d9b069699135fa1c8bf68e2f1,12166789,2002,Treatment of Acute Otitis Media Consensus Recommendations,Clinical Pediatrics,Q1,793526,A. Hoberman,0,0.415,69,1,['Medicine'],"['Review', 'JournalArticle']",5,3.089,"Yes. The article excerpt discusses the management of acute otitis media (AOM) and the selection of empiric antimicrobial therapy, which is directly related to the question of when amoxicillin/clavulanate is preferred over amoxicillin for AOM.",0.0004,When is amoxicillin/clavulanate preferred over amoxicillin for AOM?
10.5811/westjem.2017.11.35913,https://www.semanticscholar.org/paper/0b8e6d7fd3c498d850cc6fd955d8fb85ca06d617,29560077,2018,Higher Mallampati Scores Are Not Associated with More Adverse Events During Pediatric Procedural Sedation and Analgesia,Western Journal of Emergency Medicine,Q1,4014471,Maya S. Iyer,0,0.938,13,1,['Medicine'],"['Study', 'JournalArticle']",0,3.089,"Yes, this document is relevant. The article discusses the association between Mallampati scores and adverse events during pediatric procedural sedation and analgesia, which is related to the question about which Mallampati score is lowest risk for intubation failure.",0.2379,Which mallampati score is lowest risk for intubation failure?
10.5812/aapm.118626,https://www.semanticscholar.org/paper/d11ecbb2b723ef31c3e54fc1c34b54e8c887c435,35291400,2021,Diagnostic Accuracy of Combined Mallampati and Wilson Score to Predict Difficult Intubation in Obese Patients: A Descriptive Cross-sectional Study,Anesthesiology and Pain Medicine,Q1,246462228,K. Siddiqui,0,0.485,5,0,['Medicine'],['JournalArticle'],0,3.089,"Yes. The article discusses the diagnostic accuracy of the combined Mallampati and Wilson score in detecting difficult intubation in obese patients, which is directly related to the question about which Mallampati score is lowest risk for intubation failure.",0.2375,Which mallampati score is lowest risk for intubation failure?
10.23736/S0375-9393.17.12144-9,https://www.semanticscholar.org/paper/1085c1b959ba5c0b87f2f4a8fe6c3ef571bee9b1,28984098,2018,Role of flexible fiberoptic laryngoscopy in predicting difficult intubation.,Minerva anestesiologica,Q1,4581844,Ying Guo,0,0.550,11,0,['Medicine'],['JournalArticle'],1,3.089,"Yes, this document is relevant. The article discusses the use of the Mallampati Test as one of the risk factors for predicting difficult intubation, which directly relates to the question about the Mallampati score and intubation failure.",0.2375,Which mallampati score is lowest risk for intubation failure?
10.18535/JMSCR/V7I7.87,https://www.semanticscholar.org/paper/3975f4dacb825d07392901acef4b222c4f8c594f,NA,2019,Diagnostic significance of Mallampatti grading of difficult airway for endotracheal intubation,Journal of Medical Science And clinical Research,Q1,199625606,L. Gupta,0,NA,0,0,['Medicine'],[],0,3.089,"Yes. The article discusses the diagnostic significance of Mallampatti grading for difficult airway and endotracheal intubation, which directly relates to the question about which Mallampatti score is lowest risk for intubation failure.",0.237,Which mallampati score is lowest risk for intubation failure?
NA,https://www.semanticscholar.org/paper/7d11f47fc7be2bb6645831d2ef2a7c24263e5b2f,33080129,2020,Calculated decisions: Modified mallampati classification.,Pediatric emergency medicine practice,Q1,224822434,D. Tam,0,NA,0,0,['Medicine'],['JournalArticle'],0,3.089,"Yes. The article excerpt specifically mentions the Modified Mallampati Classification, which is used to predict difficulty of endotracheal intubation. This directly relates to the question about which Mallampati score is lowest risk for intubation failure.",0.237,Which mallampati score is lowest risk for intubation failure?
10.36015/cambios.v17.n1.2018.16,https://www.semanticscholar.org/paper/f60b8467bfa9d237307e06ae93a22f436a1cd169,NA,2018,Comparación de las escalas de Mallampati y Cormack- Lehane para predecir intubación difícil en pacientes operados de emergencia bajo anestesia general,NA,Q1,217100325,Karen Viviana Sierra Parrales,0,NA,2,1,['Medicine'],[],0,3.089,"Yes, this document is relevant. The article compares Mallampati and Cormack-Lehane scores for predicting difficult intubation in emergency surgery patients, which directly relates to the question about which Mallampati score is lowest risk for intubation failure.",0.237,Which mallampati score is lowest risk for intubation failure?
10.1111/j.1365-2044.1993.tb06969.x,https://www.semanticscholar.org/paper/1e90c95680a1605e0526374970be196580ebb65e,8494148,1993,Unexpected cause of tracheal cuff failure,Anaesthesia,Q1,28640209,J. Palmer,0,2.400,4,0,['Medicine'],['LettersAndComments'],0,3.089,"Yes, this document is relevant. The Mallampati classification system is mentioned in the article, which is used as a predictor of difficult tracheal intubation. The article discusses the relationship between Mallampati score and ease of insertion of the laryngeal mask airway, which is related to intubation.",0.0024,Which mallampati score is lowest risk for intubation failure?
10.1111/j.1365-2044.1993.tb06968.x,https://www.semanticscholar.org/paper/77bc6e59fd4fe32133d3287cd72e7f1cb8d08756,8494147,1993,Mallampati classification and laryngeal mask airway insertion,Anaesthesia,Q1,45621167,J. Brimacombe,0,2.400,50,1,['Medicine'],['LettersAndComments'],1,3.089,"Yes. This article is relevant to the question as it discusses the Mallampati classification system and its relationship to difficult tracheal intubation, which is directly related to the risk of intubation failure.",0.0024,Which mallampati score is lowest risk for intubation failure?
10.1093/bja/aer292,https://www.semanticscholar.org/paper/5435decf371aaeb79cc88faf2a347392e09b5a24,21948956,2011,Poor prognostic value of the modified Mallampati score: a meta-analysis involving 177 088 patients.,British journal of anaesthesia,Q1,11174117,L. H. Lundstrøm,0,2.397,185,1,['Medicine'],"['JournalArticle', 'MetaAnalysis']",3,3.089,"Yes, this document is relevant. The article discusses the prognostic value of the modified Mallampati score in predicting difficult tracheal intubation, which directly relates to the question about which Mallampati score is lowest risk for intubation failure.",0.0024,Which mallampati score is lowest risk for intubation failure?
10.1111/j.1365-2044.1990.tb14343.x,https://www.semanticscholar.org/paper/c243c0748a1dcd1fa30fb917b63ed5f1df05ebab,2382808,1990,Kinking of the laryngeal mask airway in two children,Anaesthesia,Q1,30661347,P. Goldberg,0,2.400,17,1,['Medicine'],"['LettersAndComments', 'CaseReport']",0,3.089,"Yes, the document is relevant. The excerpt discusses Mallampati's classification system for assessing the airway, including the relationship between Mallampati scores and difficult intubation. This information is directly related to the question about which Mallampati score is lowest risk for intubation failure.",0.0024,Which mallampati score is lowest risk for intubation failure?
10.1097/EJA.0b013e3283542407,https://www.semanticscholar.org/paper/769d6e7febc61b7750005dbbd3a6309ac22cb5e0,22569026,2012,Airway difficulty in Mallampati ‘class zero’ patients: a prospective double-blind observational study,European Journal of Anaesthesiology,Q1,8737972,H. Hegde,0,0.987,13,0,['Medicine'],['JournalArticle'],0,3.089,"Yes, this document is relevant. The article specifically discusses the Mallampati class zero patients and their intubation difficulty, which directly relates to the question about which Mallampati score is lowest risk for intubation failure.",0.001,Which mallampati score is lowest risk for intubation failure?
10.1097/EJA.0b013e328338883c,https://www.semanticscholar.org/paper/7c8202bc36ce3d7d900d27d56b010f7174e33e05,20299983,2010,A simplified risk score to predict difficult intubation: development and prospective evaluation in 3763 patients,European Journal of Anaesthesiology,Q1,24467634,L. Eberhart,0,0.987,42,0,['Medicine'],"['Study', 'JournalArticle']",1,3.089,"Yes. The article excerpt discusses a simplified risk score for predicting difficult intubation, which includes the Mallampati score as one of the risk factors associated with difficult intubation. This information is relevant to the question about which Mallampati score is lowest risk for intubation failure.",0.001,Which mallampati score is lowest risk for intubation failure?
NA,https://www.semanticscholar.org/paper/ff6c7cb00d634b3abd2aed867bdc3a688e9becb7,8355867,1993,[The Mallampati's scale: a study of reliability in clinical practice].,Minerva anestesiologica,Q1,20285858,L. Restelli,0,0.550,7,0,['Medicine'],"['Study', 'JournalArticle']",0,3.089,"Yes, this document is relevant. The article discusses the use of the Mallampati scale as a predictive indicator of difficult tracheal intubation, which directly relates to the question about which Mallampati score is lowest risk for intubation failure.",0.0006,Which mallampati score is lowest risk for intubation failure?
10.1056/EM200607280000002,https://www.semanticscholar.org/paper/213526f9ad8ffce81b14e024833d753e8d5f5f1e,NA,2006,Mallampati Score Predicts Difficult Laryngoscopy and Intubation,NEJM Journal Watch,Q1,75804287,R. Walls,0,NA,1,0,['Medicine'],['Review'],0,3.089,"Yes, this document is relevant. The article excerpt specifically discusses the Mallampati score and its relationship to difficult laryngoscopy and intubation, which directly relates to the question about which Mallampati score is lowest risk for intubation failure.",0.0,Which mallampati score is lowest risk for intubation failure?
NA,https://www.semanticscholar.org/paper/4584ed7ca7a521713e23a457fc5aa74925d99a12,NA,2013,PREDICTING DIFFICULT AIRWAY IN APPARENTLY NORMAL ADULT AND PEDIATRIC PATIENTS,NA,Q1,74220911,R. Macedonia,0,NA,2,0,['Medicine'],[],0,3.089,"Yes. The article discusses the Mallampati score as a tool for predicting difficult intubation, which directly relates to the question about which Mallampati score is lowest risk for intubation failure.",0.0,Which mallampati score is lowest risk for intubation failure?
10.1056/NEJMcp1009126,https://www.semanticscholar.org/paper/737d11fc7e3787dc7b45d6f991bad96d564373bb,21323542,2011,Clinical practice. Streptococcal pharyngitis.,The New England journal of medicine,Q1,46056823,Michael R. Wessels,0,NA,206,0,['Medicine'],"['Review', 'JournalArticle']",8,3.089,"Yes, this document is relevant. The article excerpt discusses a case of streptococcal pharyngitis in a 10-year-old girl, including the clinical criteria used for diagnosing strep throat such as sore throat, fever, swollen lymph nodes, and positive rapid antigen-detection test for group A streptococcus.",0.0205,What is the clinical criteria used for strep throat?
NA,https://www.semanticscholar.org/paper/b4c056542f065d39089c6870b4188f803db0dc33,11147989,2000,The rational clinical examination. Does this patient have strep throat?,JAMA,Q1,427491,M. H. Ebell,0,NA,172,0,['Medicine'],"['Review', 'JournalArticle']",3,3.089,"Yes, this document is relevant. The article excerpt specifically discusses the clinical criteria used for diagnosing strep throat, including the presence of tonsillar exudate, pharyngeal exudate, exposure to strep throat infection, and absence of certain physical exam findings.",0.0059,What is the clinical criteria used for strep throat?
10.1001/JAMA.284.22.2912,https://www.semanticscholar.org/paper/98eb52414c1958f6d0744ab9fd73fe5e5c485b54,NA,2000,Does This Patient Have Strep Throat,JAMA,Q1,71174341,M. Ebell,0,NA,264,0,['Medicine'],['Review'],1,3.089,"Yes. The article excerpt discusses the clinical criteria used for diagnosing strep throat, including specific physical examination findings and history-taking elements that can help evaluate the likelihood of strep throat.",0.0059,What is the clinical criteria used for strep throat?
10.1001/ARCHPEDI.1961.04020050066011,https://www.semanticscholar.org/paper/bb79b7476f887f727053cc86e48569684d83b6cf,NA,1961,Streptococcal Pharyngitis: Evaluation of Clinical Syndromes in Diagnosis,JAMA Pediatrics,Q1,71727702,M. Stillerman,0,5.494,108,0,['Medicine'],[],1,3.089,"Yes, this document is relevant. The article discusses the evaluation of clinical syndromes in the diagnosis of streptococcal pharyngitis, which directly relates to the clinical criteria used for strep throat.",0.0055,What is the clinical criteria used for strep throat?
